Title,Company,Location,Postdate,ExtractDate,Summary,Salary,JobURL
CAMILLERO,HOSPITAL ANGELES MEXICO,"Miguel Hidalgo, CDMX",hace 11 días,2021-01-24,\*Revisar la programación de los pacientes. Experiencia: haber tenido algún curso de movilización y traslado. Ofrecemos Prestaciones Superiores a la Ley.,"$5,200 - $5,250 al mes",https://mx.indeed.com/company/Hospital-Angeles/jobs/Camillero-9f28f1be553aee5d?fccid=84a8920497ce758b&vjs=3
COSTUMER SERVICE,INVACMEX SAPI DE CV,"Cuajimalpa, CDMX",hace 3 días,2021-01-24,"Control y gestión de agenda en CRM Monday, con las programaciones de llamadas a clientes, prospectos, etc. Contar con internet y equipo de cómputo propio para…","$4,000 - $5,000 al mes",https://mx.indeed.com/company/INVACMEX-SAPI-DE-CV/jobs/Costumer-service-6b137dbab22579c1?fccid=97c4257c7954d6c0&vjs=3
Vendedor Comercial,Grupo Gin,"Azcapotzalco, CDMX",hace 3 días,2021-01-24,Esta vacante viene de la bolsa de empleo Talenteca.com. ¿Estás listo para generar los ingresos que siempre has deseado? Las mejores comisiones del mercado.,"$13,500 al mes",https://mx.indeed.com/rc/clk?jk=734b62ee4217552f&fccid=487b646bd78dac4f&vjs=3
TECNICO ELECTROMECANICO,Galletas Cuétara,"Azcapotzalco, CDMX",hace 4 días,2021-01-24,Grupo Cuétara empresa 100% mexicana te invita a formar parte de su equipo de trabajo con el puesto de TECNICO ELECTROMECANICO.,"$8,000 - $8,500 al mes",https://mx.indeed.com/company/Galletas-Cu%C3%A9tara/jobs/Tecnico-electromecanico-9232b4a93a4e4a61?fccid=2f385427c6bca735&vjs=3
TÉCNICA/TÉCNICO DE SERVICIO QX,Grupo Vitalmex,Ciudad de México,hace 3 días,2021-01-24,"Preparar y proveer con base en la programación diaria y 30 minutos antes de cada procedimiento los insumos necesarios, lo que implica preparar el equipo,…",,https://mx.indeed.com/rc/clk?jk=2504e34eff3b2ac7&fccid=7899221cfbad2421&vjs=3
Analista Depuración Bases de Datos,Grupo Financiero HSBC,Ciudad de México,Hace más de 30 días,2021-01-24,"Experiencia de 1 a 2 años en programación lenguaje SQL, SAS, R, C++. ""Los empleados de HSBC actuamos mostrando integridad con valor, manteniéndonos firmes en lo…","$25,000 - $30,000 al mes",https://mx.indeed.com/rc/clk?jk=00d5b0157605ddef&fccid=04c9b139c84ea1b5&vjs=3
Asesor de Ventas Industriales,Atrya SA de CV,"Gustavo A. Madero, CDMX",hace 15 días,2021-01-24,"Asesor Técnico de Ventas Industriales*. Ingeniero Industrial, Mecánico, Control y Automatización o afín. Venta de equipo de la industria en general.","$8,000 - $10,000 al mes",https://mx.indeed.com/company/Atrya-SA-de-CV/jobs/Asesor-ventas-industriales-ddbe2b2f6ebff735?fccid=29af062f7ffd5458&vjs=3
JEFE DE COMPRAS Y ALMACEN,Global Master,"Miguel Hidalgo, CDMX",hace 10 días,2021-01-24,"Jefes de Compras (Sector hotelero). (para Hotel Interlove Bosque de las Palmas, Naucalpan y. Salario: 7,300 netos+ prestaciones de ley. Edad: 27 a 55 años.","$7,300 - $7,301 al mes",https://mx.indeed.com/company/GLOBAL-MASTER/jobs/Jefe-compras-almacen-6f70c2a8c78a9f38?fccid=03a392cae8e5b115&vjs=3
RESIDENTE DE OBRA CIVIL Y REMODELACION,DCH ARQ,Ciudad de México,Hace más de 30 días,2021-01-24,"SE BUSCA, INGENIERO/ARQUITECTO EN OBRA CIVIL YREMODELACION . EXPERIENCIA 3 AÑOS EN LA CONSTRUCCION CON EXPERIENCIA EN ACABADOS Y APLICACION DE MATERIALES,…",,https://mx.indeed.com/rc/clk?jk=48525d1714b1930f&fccid=0d0d07866d54889f&vjs=3
Vacante Becario en Administración,ADDREDE,Ciudad de México,Hace más de 30 días,2021-01-24,"Empresa dedicada a la distribución y promoción de mobiliario en México busca becario en administración, zonda condesa, CDMX. Deseada experiencia en sistema CRM.",,https://mx.indeed.com/rc/clk?jk=ada28e1af986f81b&fccid=05cc0e3d0ec52687&vjs=3
Reclutador Bilingüe,TAO Talent Acquisition Office,"Iztapalapa, CDMX",hace 4 días,2021-01-24,"Creación y aplicación de estrategias de reclutamiento (trabajo de oficina, no campo), pre-selección de candidatos, llamadas pre filtro, programación de…","$10,000 - $12,000 al mes",https://mx.indeed.com/company/TAO-Talent-Acquisition-Office/jobs/Reclutador-biling%C3%BCe-d7a4b3da095f6d9c?fccid=cd98d34f41e22dca&vjs=3
Operador de Master Control,Fox Networks Group,"Colonia Lomas de Chapultepec, CDMX",Hace más de 30 días,2021-01-24,Coordinación con estudios de la programación “En vivo”. Objetivo: Operar el Switcher de Control Maestro de acuerdo a la programación de los Shows vivos o…,,https://mx.indeed.com/rc/clk?jk=2f348f68fef847a0&fccid=1e6bb6ac32b82eea&vjs=3
Ing. de Pruebas Jr. [Tester Jr.],Testing IT,Ciudad de México,Hace más de 30 días,2021-01-24,Escolaridad: Licenciatura en Sistemas o Carrera Afín. Experiencia: Mínimo 6 Meses en Pruebas de Software. Procesos y Técnicas de Pruebas Empíricas.,"$8,000 - $10,000 al mes",https://mx.indeed.com/rc/clk?jk=dfd079b88cf8eca7&fccid=614df0614b3a1b86&vjs=3
Auxiliar de Centro Académico de Idiomas | Ingles,Laureate Internacional Universities,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,UVM está buscando talento como tú!! ¡Únete! a nuestro equipo dentro del área académica como: Seguro de Gastos Médicos Mayores. 2 años en puesto similar.,"$11,000 al mes",https://mx.indeed.com/rc/clk?jk=a1abfe3025bd94d9&fccid=9f4bcd5e5ff3b84d&vjs=3
SUPERVISOR DE PRODUCCIÓN,PRODUCTOS DE PLASTICO CARCAL SA DE CV,"Miguel Hidalgo, CDMX",hace 1 día,2021-01-24,"Favor de leer atentamente supervisor de personal en empresas de manufactura de plástico, arraque y programación de máquinas de inyección de plástico.","$8,000 al mes",https://mx.indeed.com/rc/clk?jk=4b76661556911dc0&fccid=8a3048dfe50ffb8b&vjs=3
Desarrollador Jr,GRUPO THS,"Miguel Hidalgo, CDMX",hace 10 días,2021-01-24,"COMPAÑÍA DE TECNOLOGÍA EN DESARROLLO DE COMERCIO CONVERSACIONAL Y SOFTWARE DE INTELIGENCIA ARTIFICIAL*. Programación, Software, Informática o carreras a fin.","$20,000 - $25,000 al mes",https://mx.indeed.com/company/Grupo-THS/jobs/Desarrollador-junior-7125225f8dda9d66?fccid=b1b0d9bd1c6cbb84&vjs=3
Consultor de Python,HDE PROFESSIONAL SERVICES,"Coyoacán, CDMX",Hace más de 30 días,2021-01-24,"Consultor ingeniero en informática con conocimientos en programación Python, preferentemente con certificación. Tipo de puesto: Tiempo completo.","$20,000 - $25,000 al mes",https://mx.indeed.com/company/HDE-PROFESSIONAL-SERVICES/jobs/Consultor-python-ea61292d59e821fe?fccid=64c16b07a59f438c&vjs=3
Tester (Becario),Softtek,"Benito Juárez, CDMX",Hace más de 30 días,2021-01-24,Se busca entrenar gente con conocimientos en programacion y base de datos para poderser entrenar en el area de testing. Conocimientos en Base de datos (basico).,,https://mx.indeed.com/rc/clk?jk=ef800184da99bd47&fccid=8c62709e0b55239b&vjs=3
Community Manager,Barea Solutions,"Colonia Condesa, CDMX",Hace más de 30 días,2021-01-24,Creación y programación de Parrilla mensual (Facebook e Instagram). Analytics /SEO/Adds/Goorgle search Console. Creación y ejecución de campañas publicitarias.,,https://mx.indeed.com/company/Barea-Solutions/jobs/Community-manager-5887076440171ad1?fccid=5f9e1ce2d582a8a3&vjs=3
PROGRAMADOR DE SISTEMAS,HRM Consulting,Ciudad de México,Hace más de 30 días,2021-01-24,"Proyectos de programación en C# y ASP. Experiencia mínima de 2 años aplicando programación en C# y ASP. Sueldo de $12,000.00 mensuales.",,https://mx.indeed.com/rc/clk?jk=bb511ede16ef8603&fccid=539b0ebfab8af63a&vjs=3
Ingeniero de lineas de ensamble,Talent in Progress Consulting,"Benito Juárez, CDMX",hace 10 días,2021-01-24,"Programación PLC: 2 años (Requisito mínimo). Ingeniería, carrera o nivel técnico en Mecatrónica, electromecánica, eléctrica, mecánica.",,https://mx.indeed.com/company/Talent-in-Progress/jobs/Ingeniero-lineas-ensamble-0195b2c812b8dec0?fccid=a663149209981838&vjs=3
Asistente de Producción,Big Little Ideas,"Iztacalco, CDMX",hace 3 días,2021-01-24,Obtener inventarios de acuerdo a programación. Apoyo a instalaciones foráneas por teléfono. Manejo de plan de producción. Muy cerca del metro Pantitlan.,,https://mx.indeed.com/company/Big-Little-Ideas/jobs/Asistente-producci%C3%B3n-e0f59e7c2be58639?fccid=5d3cf57d19f55989&vjs=3
Java Jr,Conecta Soluciones Tecnológicas,"Benito Juárez, CDMX",hace 3 días,2021-01-24,Licenciatura en Ing. en Sistemas Computacionales o afín. Desarrollo y consumo de servicios rest. Conocimiento básico de bases de datos.,,https://mx.indeed.com/company/Conecta-Soluciones/jobs/Java-junior-7b976c5caebc1725?fccid=f11ebe8ddcc770d2&vjs=3
Maquetador Web,Getmore Shopify Experts,"Cuauhtémoc, CDMX",hace 11 días,2021-01-24,Getmore es una agencia de e-commerce dedicada al diseño y a la programación de tiendas en línea con Shopify. Conocimiento avanzado de las tecnologías utilizadas…,,https://mx.indeed.com/company/Getmore/jobs/Maquetador-web-99338c29838361d8?fccid=8589d962c6539c7d&vjs=3
ENCARGADO DE SISTEMAS Y TECNOLOGÍA,HOTEL BRICK MÉXICO CITY,"Cuauhtémoc, CDMX",hace 9 días,2021-01-24,\*Mantenerse actualizado en lenguajes de programación y base de datos. Experiencia Mínima de dos años en el puesto o similar. \*Manejo en solución de problemas.,,https://mx.indeed.com/company/Courtyard-by-Marriott/jobs/Encargado-sistemas-tecnolog%C3%ADa-620dddd9430c3f90?fccid=f7f2578c48d81287&vjs=3
Ejecutivo de Cuenta,GESTIÓN Y SOLUCIONES HUMANAS,"Coyoacán, CDMX",hace 12 días,2021-01-24,"26 de enero de 2021. L Ma Mi J V S. Prepa o vocacional en Administración , Pasante. Comunicación, Trabajo en equipo, Compromiso con el aprendizaje permanente,…",,https://mx.indeed.com/rc/clk?jk=422075254bd2b062&fccid=c1526ee386b96534&vjs=3
Ingeniero de Datos,Giant Motors Latinoamerica SA. DE C.V.,"Álvaro Obregón, CDMX",hace 11 días,2021-01-24,"Conocimiento en bases de datos relacionales, experiencia con un lenguaje de programación (Python preferido), Power BI /QlikView /Tableau.",,https://mx.indeed.com/company/Giant-Motors-Latinoamerica-SA.-DE-C.V./jobs/Ingeniero-datos-0898c8809dd6b239?fccid=9daf936640318d92&vjs=3
Consultor funcional CRM,Cloudco,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,"Conocimientos intermedios en programación orientada a objetos. Nos especializamos en la implementación, consultoría y desarrollo de la plataforma de Salesforce …",,https://mx.indeed.com/rc/clk?jk=7d5e732eedad8e01&fccid=942c4ec626ccb63b&vjs=3
Analista de Datos para Portal Unico,Citi,Ciudad de México,hace 1 día,2021-01-24,"Trabajo en lenguajes de programación como SAS Oracle SQL. Manejar lenguajes de programación (SAS, SQL) para poder hacer carga de archivos o mantenimientos al…",,https://mx.indeed.com/rc/clk?jk=ee2e86543b92ba2d&fccid=5bcd1ef0a7f4fb99&vjs=3
Coord de Instalaciones Eléctricas,Dilo Talento,"Gustavo A. Madero, CDMX",hace 5 días,2021-01-24,"Manejo de MS Project para programación de obra. Escolaridad mínima Ingeniería Eléctrica (titulado). Experiencia mínima de 5 años en campo en la coordinación,…",,https://mx.indeed.com/company/Dilo-Talento/jobs/Coord-instalaciones-el%C3%A9ctricas-092507f1b799df13?fccid=7846e303cd7e68d8&vjs=3
ANALISTA DE DATOS,REALWEB SA DE CV (EVALUAR.COM),"Cuajimalpa, CDMX",Hace más de 30 días,2021-01-24,Esta vacante viene de la bolsa de empleo Talenteca.com. INGRESA AL SIGUIENTE LINK DESDE CHROME (COPIALO Y PEGALO). EDAD: 25 A 30 AÑOS.,,https://mx.indeed.com/rc/clk?jk=32c786e8fc446eef&fccid=ed3be887084ad0e8&vjs=3
Ingeniero en Sistemas,"Hospital de Especialidades Mig, S.A. de C.V.","Gustavo A. Madero, CDMX",hace 19 días,2021-01-24,"Conocimientos en: cyberoam (seguridad de la red), administración y configuración de servicio de servidores, sql (lenguaje de dominio específico en programación)…",,"https://mx.indeed.com/company/Hospital-de-Especialidades-Mig,-S.A.-de-C.V./jobs/Ingeniero-sistemas-b5128bc930e731a4?fccid=d1c42977fe49508d&vjs=3"
Ingeniero en Sistemas,"Hospital de Especialidades Mig, S.A. de C.V.","Gustavo A. Madero, CDMX",hace 19 días,2021-01-24,"Conocimientos en: cyberoam (seguridad de la red), administración y configuración de servicio de servidores, sql (lenguaje de dominio específico en programación)…","$15,000 al mes","https://mx.indeed.com/company/Hospital-de-Especialidades-Mig,-S.A.-de-C.V./jobs/Ingeniero-sistemas-b5128bc930e731a4?fccid=d1c42977fe49508d&vjs=3"
Ingeniero en Electronica,Diseño Metal Mecanica,"Azcapotzalco, CDMX",hace 12 días,2021-01-24,\*programación en ensamble y lenguaje C de microcontroladores. EMPRESA 100% MEXICANA CON MAS DE 30 AÑOS EN EL MERCADO SOLICITA: Experiencia mínima de 3 años.,,https://mx.indeed.com/company/Dise%C3%B1o-Metal-Mecanica/jobs/Ingeniero-electronica-cd8fb62dfc0bf377?fccid=a8c122aa2d733ea1&vjs=3
Mainframe - COBOL,Softtek,"Colonia Narvarte, CDMX",Hace más de 30 días,2021-01-24,"Analizar, diseñar, programación y pruebas unitarias. Softtek es una compañía global que ayuda a las organizaciones a cerrar la brecha digital.",,https://mx.indeed.com/rc/clk?jk=7db1573314ddc1b1&fccid=8c62709e0b55239b&vjs=3
DATA ENGINEER FOR REMOTE POSITION,Epik solutions,"Colonia Polanco, CDMX",hace 1 día,2021-01-24,"Carrera en ingeniería en sistemas, TICS, software developer engineer, programación, informática, comunicaciones, computación o cualquier otra relacionada con…",,https://mx.indeed.com/company/Epik-solutions/jobs/Data-engineer-remote-position-89437c4d97c90421?fccid=820ae6cdc04f9bce&vjs=3
PERSONAL TECNICO DE SERVICIO QX,Grupo Vitalmex,Ciudad de México,Hace más de 30 días,2021-01-24,"Revisar la programación diariamente para preparar insumos, equipo e instrumental para las cirugías del día siguiente. Vitalmex con más de 40 años participando.",,https://mx.indeed.com/rc/clk?jk=d5eab4156a4cf29c&fccid=7899221cfbad2421&vjs=3
DOCENTE EDUCACION,Laureate Internacional Universities,"Coyoacán, CDMX",Hace más de 30 días,2021-01-24,"UNIVERSIDAD DEL VALLE DE MÉXICO. Contar con grado académico de Doctor en Educación, Pedagogia o a fin. Disponibilidad de tiempo para la atención del grupo…",,https://mx.indeed.com/rc/clk?jk=93e5d2f9548c4e31&fccid=9f4bcd5e5ff3b84d&vjs=3
ANALISTA PROGRAMADOR,SANBORNS,"Miguel Hidalgo, CDMX",hace 3 días,2021-01-24,"Únete a nuestro equipo de trabajo como Analista Programador (por proyecto). TE OFRECEMOS ADICIONAL AL SUELDO. Bases de datos: DBMS DB2, SQL Server, Oracle.","$18,000 - $20,000 al mes",https://mx.indeed.com/company/Sanborns-Hermanos-S.A./jobs/Analista-programador-94e11a27cbbb3a56?fccid=cceaecfde010f338&vjs=3
Superv. de Instalaciones Eléctricas,Dilo Talento,"Gustavo A. Madero, CDMX",hace 5 días,2021-01-24,Manejo de MS Project para programación de obra. Escolaridad mínima: Ingeniería Eléctrica (titulado). Experiencia mínima de 3 años en campo en la supervisión de…,,https://mx.indeed.com/company/Dilo-Talento/jobs/Superv-instalaciones-el%C3%A9ctricas-c7cff3ef1c8d8fba?fccid=7846e303cd7e68d8&vjs=3
Jefe de Departamento de Costos y Precios Unitarios.,JM Ingenieria Electrica Integral S.A. de C-V.,"Tlalpan, CDMX",hace 11 días,2021-01-24,"Elaboración de precios unitarios, la programación de la obra, elaboración de sobre-costos. JEFE DE COSTOS Y PRECIOS UNITARIOS. Manejo y análisis de conceptos.","$10,000 - $12,000 al mes",https://mx.indeed.com/company/JM-Ingenieria-Electrica-Integral-S.A.-de-C--V./jobs/Jefe-departamento-costos-precios-unitarios-ac015828dcc9f9a3?fccid=7e15b3e8dd243157&vjs=3
Coordinador/a de Subvenciones y Desarrollo de Negocios,International Rescue Committee,Ciudad de México,Hace más de 30 días,2021-01-24,El IRC lleva casi 30 años trabajando en la programación centrada en la prevención y respuesta a la violencia contra los grupos más vulnerables en contextos…,,https://mx.indeed.com/rc/clk?jk=6717b34a85b4a352&fccid=78143039abd7ee91&vjs=3
Trainee Desarrollador.Net,HIR Casa,"Coyoacán, CDMX",hace 4 días,2021-01-24,Empresa 100% mexicana perteneciente a uno de los Grupos Empresariales más importantes en México. Dedicada a brindar apoyo a las familias que se encuentran en…,"$11,000 - $12,500 al mes",https://mx.indeed.com/company/HIR-Casa/jobs/Trainee-desarrollador-net-25935d61f4e3ff37?fccid=9c7c73e04814f23c&vjs=3
SysAdmin ServiceNow,NVB,"Cuauhtémoc, CDMX",hace 5 días,2021-01-24,SYSADMIN SERVICE NOW---Home Office*. Administración de usuarios y grupos de Service Now junto con su asociación a los roles de sistema adecuados para la entrega…,"$20,000 - $38,000 al mes",https://mx.indeed.com/company/NVB/jobs/Sysadmin-servicenow-d4430fad386e0e96?fccid=299ee7547f0bc719&vjs=3
Operador de Transporte,MATCH CO,"Venustiano Carranza, CDMX",hace 3 días,2021-01-24,Asegurar la correcta programación del sistema de refrigeración. Importante empresa mexicana de transportes busca Operador de unidades de 1.5 y 3.5 T. para…,"$10,000 al mes",https://mx.indeed.com/company/MATCH-CO/jobs/Operador-transporte-03f4f57725db6fb4?fccid=5080f1748aff1db8&vjs=3
Ingeniero en Control y Automatizaci´ón,Ingenieria Industrial GSM S.A de C.V.,"Azcapotzalco, CDMX",Hace más de 30 días,2021-01-24,"Ingeniería Industrial GSM SA de CV, empresa lider en el giro de construcción, integración eléctrica y automatización y control, dedicada a brindar servicios de…","$8,000 - $15,000 al mes",https://mx.indeed.com/rc/clk?cmp=Ingenieria-Industrial-GSM-S.A-de-C.V.&ti=Ingeniero+control+automatizaci%C2%B4%C3%B3n&jk=bc7f256acb7d5ddb&fccid=48cafc1039746b30&vjs=3
Consultor de Preventa,CASIEM EMPRESARIALES,"Benito Juárez, CDMX",hace 2 días,2021-01-24,Reconocida consultoría internacional de tecnología solicita: Ingeniería en Sistemas o Afín. Ingles INTERMEDIO - AVANZADO (Se realizará entrevista).,"$13,000 al mes",https://mx.indeed.com/company/CASIEM-EMPRESARIALES/jobs/Consultor-preventa-17a4291cae180ec6?fccid=a22e85f30e64d152&vjs=3
Consultor de Preventa,CASIEM EMPRESARIALES,"Benito Juárez, CDMX",hace 2 días,2021-01-24,Reconocida consultoría internacional de tecnología solicita: Ingeniería en Sistemas o Afín. Ingles INTERMEDIO - AVANZADO (Se realizará entrevista).,"$13,000 al mes",https://mx.indeed.com/company/CASIEM-EMPRESARIALES/jobs/Consultor-preventa-17a4291cae180ec6?fccid=a22e85f30e64d152&vjs=3
Desarrollor Apigee,AMK Technologies,"Tlalpan, CDMX",hace 2 días,2021-01-24,"Esta vacante viene de la bolsa de empleo Talenteca.com. ¡SÚMATE A NUESTRO EQUIPO DE TRABAJO! Experiencia Laboral: Mínimo 3 año en puesto similar, Experiencia en…","$38,000 al mes",https://mx.indeed.com/rc/clk?jk=17f85018a5aba823&fccid=ca62e96f16888929&vjs=3
